batch,image,text
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/107984-5332831510072529.png,"Welcome Back to Title IX Tuesday! Today we are focusing on types & examples of trauma. Join us for our Campus Q&A Thursday, May 26, 2022 @ 1pm EST on Instagram Live! We will be discussing Mental Health Awareness with our special guest Jenna Sachs, Assistant Director of Trauma-Informed Practice at TSCLI. You won't want to miss it! If you experienced or witnessed Abuse, you can seek support services from your campus counseling center, health/wellness center, Title IX Coordinator, &/or trusted faculty/staff. You can also call our confidential 24-Hour Crisis Hotline @ 516.542.0404. #MentalHealth #MentalHealthAwareness #MHA #TitleIXTuesday #TitleIXProtections #TitleIX #NYSArticle129b #EnoughIsEnough #EIE #TheSafeCenterLI #KnowYourIX #EndRapeOnCampus #ItsOnUs #AdelphiUniversity #ColdSpringHarborLab #ElmezziGraduateSchoolofMolecularMedicine #HofstraUniversity #LIUPost #MolloyCollege #MolloyViolencePrevention #MolloyNursing #NassauCommunityCollege #NyCollegeofHealthProfessions #NYIT #NYTech #SunyOldWestbury #WebbInstitute #NassauCounty"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/108939-4985609034823417.png,Tacos. Tuesday. Tutus. Trains. (Toot Toot!) Let's do this!
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/109372-5386310631382387.png,"#tresierras_supermarkets❤️🛒❤️🛒 Weekly Specials Are Here!! (Gran Especiales Toda La Semana!) (Valid from 01/12/2022 - 01/18/2022) We are located in the following two locations: 133 W. Pleasant Valley Rd Oxnard, CA 93033 Click Here For Directions: 🚙🚌🚗 👉👉 https://bit.ly/3dsEvC2:=:https://www.google.com/maps/place/Tresierras+Supermarkets/@34.1556554,-119.1808221,17z/data=!3m1!4b1!4m5!3m4!1s0x80e84f02256324bb:0xc07827b585176b07!8m2!3d34.155651!4d-119.1786334 👈👈 280 East Harvard Blvd. Santa Paula California 93060 Click Here For Directions: 🚌🚗🚙 👉👉 https://bit.ly/2Af7aMB:=:https://www.google.com/maps/place/Tresierras+Supermarket/@34.2514533,-119.1932844,12z/data=!4m8!1m2!2m1!1stresierras+supermarkets!3m4!1s0x80e9b57545b9f4c7:0xb55945552e05899b!8m2!3d34.3470116!4d-119.0678558 👈👈 #supermarket #carniceria #freshproduce #seafood #santapaula #oxnardcalifornia #venturacounty #panaderia #taqueria #weeklyspecials #weekendspecial"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/109695-496116471861254.png,Our CEO will be featured as a panelist at the First Annual Black Powher Business Conference. Be sure to visit www.blackpowHERconference.com:=:https://laneejavet.kartra.com/page/blackpowHER for more info!! We would love to have you join us!!
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/110803-4732270296859713.png,College campuses in the crosshairs of U.S. government’s anti-China witch hunt The U.S. Department of Justice is aggressively pursuing an anti-China witch hunt under the banner of the “China Initiative.” Read more on Liberation News
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/110965-1399514907148433.png,"Yes, it's true. Indiana's Senator, Republican Mike Braun, just told an interviewer that Loving vs. Virginia should be overturned and that STATES should decide whether interracial marriage should be legal. SERIOUSLY, WHAT IS WRONG WITH REPUBLICANS?! What CENTURY are they living in?"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/111289-5222977034483279.png,"Next Saturday Zaca Creek is hosting a guided tasting of House of Suntory Japanese Craft Spirits. Don’t miss this unique dining experience, learn more and make your reservation on their website."
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/112264-361569425996171.png,"Want to be a part of welcoming a refugee to Birmingham?! You can make an impact simply by shopping online! Every item purchased from one of the lists below goes directly into the hands of a newly welcomed refugee, asylum seeker, or immigrant in Alabama! Your support will help keep their costs down as they arrive here in the U.S. by providing a necessary item for their new home. #SurvivingToThriving #WeLoveOurVolunteers #BirminghamAlabama #RefugeesWelcome Click the links below to view our Amazon & Target Wishlist! Target: https://www.target.com/gift-registry/gift-giver?registryId=b4c23a90-b74f-11ec-8ce0-632381d322ba&type=CHARITY:=:https://www.target.com/gift-registry/gift-giver Amazon: https://www.amazon.com/hz/wishlist/ls/37VI2XVJZ494R/ref=nav_wishlist_lists_4?_encoding=UTF8&type=wishlist&fbclid=IwAR1DiTfVwWKtc1mV5sXt9Jm3C0-eVYo5KmmWewT5zXnzKUAuOPZdezBAcDU:=:https://www.amazon.com/hz/wishlist/ls/37VI2XVJZ494R/ref=nav_wishlist_lists_4?type=wishlist"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/113503-4880901238640690.png,"Dr. Ala Stanford founded Black Doctors COVID-19 Consortium, a mobile covid testing and vaccination unit, when she noticed Black communities with disproportionately high rates of COVID and low rates of testing. Keep CRUSHING IT Dr. Stanford! Get Vaccinated this Saturday 1.8 (11a - 2p): 780 Mt Vernon Avenue, Columbus, OH 43203 - Register Now: https://go.oncehub.com/FreshStep #cancelcovid #GetVaccinated #Blackdoctorscovid19consortium"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/114180-4663051713790202.png,You have questions about #COVID19? We have answers. Join us tomorrow for tea and a COVID19 conversation.
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/115467-3318547488416590.png,A Severe Thunderstorm Watch has been issued for southern Iowa until 3 AM.
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/118005-10158353720729147.png,Today’s soup and coffee choices for you!! Both locations will be open at 6:00 am Call us ahead to place your order!! Washington St 847-543-1600 Downtown Grayslake 847-543-8600 Check out our menu at www.somethingsbrewing.coffee:=:https://somethingsbrewing.coffee/
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/119158-3205492733063304.png,Show your support! Join us tomorrow as we recognize and highlight the women who have been in the forefront serving Afghan Refugees. Come show your appreciation to the women behind the scenes working to make the world a better place. #womenshistorymonth #womensupportingwomen #inthistogether Sign up now- https://bit.ly/3IES2FI:=:https://us02web.zoom.us/webinar/register/WN_aP3iKnUiSzCVELxerOpZvQ
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/121119-5385678351452421.png,Join us this weekend for Worship! — Saturday at 6 PM for Come-As-You-Are Worship — Sunday at 8 AM for Daybreak with Pastor Brian — Sunday at 9 AM (Contemporary) & 11 AM (Traditional) Don't forget about Fourth Sunday Fellowship in the Family Room/Welcome Center after the 9 AM service and before the 11 AM service. The United Methodist Men will be hosting with some sweet treats and great fellowship! #allarewelcome #firstchurchoviedo #comeasyouareworship #traditionalworship #contemporaryworship #youtube #livestream #firstchurchoviedo
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/122704-5256118534408390.png,"Reminder! Meals on Wheels is celebrating 50 years with a luncheon. Join us on May 17, 2022, at 1:30 PM Please call (330) 823-1840 to RSVP"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/124401-2605152622948155.png,"Next up on our #PrideMonth Series is the iconic Harvey Milk. Milk was the first ever openly gay person to be elected to public office in the United States. Milk, who was Jewish, was a proponent of gay rights, civil rights, and cannabis legalization. Sadly, he was assassinated alongside San Francisco Mayor George Moscone in 1978 by a former political opponent. #Pride #LoveIsLove #Unity #LGBTQIA"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/124738-10159983970433011.png,"At ABLE we would like to honor & celebrate Black History Month by highlighting historic African-American figures. Constance Baker Motley, was the first Black woman to argue at the Supreme Court, winning 9 of 10 landmark civil rights cases! #ABLE #ABLElaw #BlackHistoryMonth"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/12585-2026808980812702.png,"DEVELOPMENTAL STAGES THE AFRICAN RENAISSANCE MOVEMENT~❤🖤💚 (Excerpt African Time) I. RESURRECTION: First, our collective memory must be restored so that we will understand what has happened to us and what must be done not only to improve this condition but to become what we should have been before we were side-tracked into thousands of seasons of White and Arab imposed slavery/servitude, carrying bags, crawling around converted, begging---a people being used and miss-used, hitched to the plow building the civilizations of others. We must study and prepare concrete, scientific knowledge of world history, and Africa's place in it. THIS IS THE WAKE-UP STAGE. II. REDEMPTION: Though modernized, we have fallen so much that we have nothing of substance that is our own. Our names, clothing, hair, languages, values, beliefs, religions, holidays, calendars, holy land, architecture, purposes in life---almost everything---we carbon copied from the White/Arab populations which enslaved our foremothers and fathers. Progressive African inner values, ethics, morals, and virtue must be restored by studying, improving, and implementing just African morals and behaviors. We redeem ourselves by respecting the best of what we were before we became something other than what we could, should, and still can become. We are more than what they have made us be. III. RECONSTRUCTION: Once we are awakened, cleansed, and organized to resolve the concrete problems that face us, we can stand-up like women and men in the face of any challenge in this life or the next. We must stop bending, we stop breaking, we stop lying down, and giving in at the hint of trouble. Then we will be on the path to being respected again. IV. RESTORATION: We reclaim our (1) African Self, (2) African Family, and (3) African Civilization by daily practical heroic deeds. We respect those who respect us, we care for our families, we prepare our best and our brightest, we defend those good in need, we stand tall facing all fear, we retake charge of our lives, we build in this life for the ages--again. V. REUNITE: UNITY, first, on the basis of color/culture, gender/sex, class, and age equality within the African population. Then break away from the oppressive/unjust world order of White/Arab over black, men over women, ruling capitalist class, old over new, and build within ourselves a higher, more humane African world order. We must build equality and justice from the ground up, relationship by relationship. VI. REBIRTH/RENAISSANCE: Give the Arabs and Whites their culture---their names, holidays, religions, clothing, hate of everything black, fraudulent histories, fake beliefs, languages, architecture, empty philosophies, hair weaves/straighteners, and other hate-care products, calendars, bad diets, and bad habits. Stand on the beautiful legacy of our ancient ancestors, before the invasions. Believe in Self, respect Self, defend Self, honor Self, and support Self. Spend every ounce of our energy, every second of our lives, every fiber of being, every moment rebuilding (stone by stone; person by person by person; institution by institution) a modernized/technologically advanced, morally sound, fiercely independent equally-founded African Civilization in our minds/morals first, then in Africa using the most advanced science and technology merged with Ancient African Kmt foundations of LIFE. THIS IS WHAT WE MUST DO. PLEASE NOTE: The seeds of the New Black Civilization already exist within the heads, hearts, and hands of those striving to reconstruct it.~ Tdka Maat Kilimanjaro LEARN MORE HERE: ON SALE NOW! MAAT- Guiding Principles of Moral Living EXPANDED EDITION-📚817 pages NEW BOOKS📚 Ready to Ship ORDER BOOK HERE: www.shiftingyourparadigm.com:=:https://ushakainc.com/ ""SHOP"" #Truth #Justice #Harmony #Balance #Order #Reciprocity #Propriety #WeArePeopleOfTheMighty #Maat #MightyPeopleOfTheSun #ResideInTheLight 👁️ ÅM Eternal👁️"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/126781-7889464224413014.png,"Laboum, singer B.I to participate in concert to aid Ukraine 🙏 #Laboum #BI #concert #Ukraine #WeAllAreOne #StopWar #RussianInvasion #SalvationArmy #CoutionLive #KateSoul #kpop #kdrama #kmovie #korean #koreanamerican #love #kpopdance #kpopnews #katchup #katchupofficial #케이팝 #케치업 #케치업오피셜 #라붐 #비아이 #전쟁피해자돕기 #구세군 #우크라이나 #케이트소울"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/127403-5520597044637920.png,"***In addition to our 10:00 a.m. Easter celebration at Old South, we will have a 6:30 a.m. Easter sunrise service on Great Hill in North Weymouth. All are welcome!*** What a joy it will be to celebrate the Risen Lord together on Easter morning! At 10:00 a.m., we will gather in the sanctuary for a festive Easter service. The service will include a brass quartet, the adult choir, and the bell choir. We're pulling out all the stops! We'll hear the story of Easter morning as told to us in Luke 24:1-12, and we'll explore together how the resurrection helps us put our lives back together again. Easter is about “Re-membering Our Lives.” It will be good to worship together on Easter morning at 10:00 a.m., either in person or online! You can find our worship livestream right here on the Old South Union Church - Weymouth Facebook page. And you can find the order of the service below: * Words of Welcome * Prelude — Brass Preludes (Performed by Don Gorder, trumpet; Greg Hopkins, trumpet; Jeremy Ronkin, French horn; and A. Douglas Wauchope, trombone) * Greeting and Gathering for Worship * Opening Hymn — No. 289 ""Christ the Lord is Risen Today"" (https://files.ctctusercontent.com/730a4f31201/0ead2981-2072-4554-ae0b-bab4569bc73b.pdf?rdr=true) * Call to Worship * A Time of Prayer and the Lord's Prayer * Offering (You can give online here: http://oldsouthunion.org/donate/:=:https://oldsouthunion.org/donate/) * Offertory Anthem — A Jubilant Song (Allen Pote) * Doxology and Prayer of Dedication * Scripture — Luke 24:1-12 * Hymn — No. 295 ""I Know That My Redeemer Lives"" (https://files.ctctusercontent.com/730a4f31201/0ead2981-2072-4554-ae0b-bab4569bc73b.pdf?rdr=true) * Sermon — ""Re-membering Our Lives"" * Closing Hymn — No. 299 ""He Lives"" (https://files.ctctusercontent.com/730a4f31201/0ead2981-2072-4554-ae0b-bab4569bc73b.pdf?rdr=true) * Benediction * Postlude — Hallelujah! (G.F. Handel)"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/127435-10159819119459513.png,"If you are a property owner on the West Side of Saint Paul, Tree Trust has a FREE tree 🌳 for you! Stop by Cherokee Heights Elementary School this Saturday between the hours of 10AM to 2PM."
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/12849-358427549646077.png,"History has been made! Judge Ketanji Brown Jackson was just confirmed as the 116th Associate Justice of the United States Supreme Court. Not only do her dedication to fighting for human and civil rights and her deep commitment to equal justice make her eminently qualified to serve as a Supreme Court justice, but she is also the first Black woman and first former federal public defender to hold the nation’s highest court in its 232-year history. As we wait for the real work to begin, today we celebrate this groundbreaking achievement 🥳 ——————————— #repost @humanitycomm"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/128721-5047739568621393.png,"Come to support Centro Latino!!! Saturday, February 12th 6-8 pm Hickory Furniture Mart"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/129662-5392185300810756.png,Announcing the formation of a RACISM IS A PUBLIC HEALTH CRISIS COALITION...
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/129744-558780232306679.png,"She is a #Bollywood veteran and a versatile #actress who has been a part of the industry since she was 16. Apart from her amazing work in Bollywood, she has also starred in the Hollywood movie Tenet. Let’s wish her a beautiful #birthday and a beautiful life ahead! #RadioZindagi"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/132702-2534402253360034.png,"Tired of Pushy salesmen? If you’re looking for a great deal, no pressure car buying experience, I’d love to help. Call, message or text anytime 660-631-1029 and ask for Dustin D!!!"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/133794-10160110132027495.png,"You're making moves every day. While bringing comfort to those in their darkest hour, even when you may be in your own. Nurses, in short, are OUR champions. 🏆 This Nurses Week, we’re pumped to announce our first-ever 𝗖𝗛𝗘𝗥𝗢𝗞𝗘𝗘 𝗖𝗛𝗔𝗠𝗣𝗜𝗢𝗡𝗦 𝗔𝗪𝗔𝗥𝗗: a heartfelt acknowledgement of YOU, and all that you do! Four HCP champions will each win a $𝟮𝟱,𝟬𝟬𝟬 cash prize - our way of saying 100,000 thanks. 💙 Want to win? You'll need to 𝘀𝘁𝗼𝗿𝗲, 𝘀𝗰𝗮𝗻, 𝘀𝗰𝗼𝗿𝗲: 👩‍⚕️ Come visit us at The Scrub Club to purchase your new scrubs and accessories during our Nurse’s Week sale! 👩‍⚕️ Scan the Cherokee Champions Award QR code in-store 👩‍⚕️ Fill out the online entry form - and that's it! Can’t make it into a store? We want our whole HCP fam to win, so visit CherokeeUniforms.com now for your chance to win a bonus $10k prize! . #cherokeechampionsaward #nursesweek #nationalnursesweek #nursesmonth #nurse #nurses #nursing #murse #murses #mursing #cherokeeuniforms #myinfinityscrubs #careismaticbrands #healthcare #healthcareworkers #healthcareprofessionals #TheScrubClub #scrubclubbers"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/13605-10158305438166791.png,Be my guest this Sunday.
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/136269-10159851795418058.png,"On April 21, 2022, the Biden administration announced the “United for Ukraine” program, which creates a special pathway for Ukrainians to enter the United States with humanitarian parole status, for a period of two years. Join HIAS next Monday, May 23rd to learn more about the different avenues for support that are being designed in partnership with other national Jewish and refugee agencies like the JCA. https://www.hias.org/events/welcome-action-jewish-community-support-ukrainian-newcomers"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/136734-10157960713876895.png,"As Black History Month comes to a close, we would like to thank you for participating in our #WeWearBlack all month long! This is a reminder to continue learning about Black History! #ymcade #foryouthdevelopment #forsocialresponsibility #blackhistorymonth"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/138154-10160119498574673.png,"Tread and Shed is a 9-Week specialty small group training being offered on Thursdays from 1:30-2:15pm beginning April 7th. In this class you will receive personal attention and motivation in a fun, group format led by a certified personal trainer! Sign up for this specialty class or any other of our Spring 2 classes before they start on April 4th! Give us a call, stop by the front desk, or register online: https://bit.ly/3uucvbc:=:https://greenbay.recliquecore.com/programs/18/?locations=13#division_53"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/138475-7499870003388249.png,Great homemade soups!
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/138852-10158100601316567.png,No hold times on Hoopla. Use our digital library on Hoopla for books on demand.
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/13934-404906275020336.png,"The Hopi Tribe, the Navajo Nation, the Ute Mountain Ute Tribe, the Ute Indian Tribe of the Uintah and Ouray Reservation, and the Pueblo of Zuni signed a historic agreement last week with the Biden administration to co-manage sacred lands in Utah. We celebrate this vital step toward Indigenous land stewardship. #Indigenousrights #Landback #AmplifyingIndigenousVoices #Indigenousstewardship"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/14032-10159871962504583.png,"LAST CHANCE to get your bids in for our warm-up warn, signed Hispanic Heritage jerseys! BID NOW: NewJerseyDevils.com/HispanicHeritage:=:https://auctions.nhl.com/iSynApp/allAuction.action?sid=1100803&rc=40&pgmode1=profilepage&pgcust1=devils&pgcust2=partner&pgcust3=panname_profileName_s&qt%5B0%5D=devils"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/141092-10159845948362710.png,"Celebrate the pioneers, leaders, and innovators within the Black community by reviewing the stories offered in this curated collection presented by Kanopy for Black History Month. To view these titles, go to go.kanopy.com/black-history-month-2022:=:https://www.kanopy.com/category/40898. #BlackHistoryMonth"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/142524-605114797354039.png,Simon Guobadia has had a mouthful to say about Falynn & Jaylan concerning how they’re REALLY living with their new baby 😮 The couple fired back with receipts 🧾 I don’t feel like posting ALL the drama although these people are quite amusing 🤪 please see @keyandsheashow for ALL the sweet deets 😆 the tea is sweet 🧋 #celebritynews #celebritytea #sweetteatheblog #bloggernation #porshawilliams #realitytv #simonguobadia #rhoa #falynnguobadia #celebritydrama #celebnews #celebritygossip #bravotv
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/143081-5636145086398745.png,"IN HONOR OF JUNETEENTH / We’re donating 10% of all sales today to @thelovelandfoundation Loveland Foundation is committed to showing up for communities of color in unique & powerful ways, with a particular focus on Black Women & Girls. Collaboratively they provide healing by bringing therapy support to Black Women & Girls. If you wish to donate without making a purchase the link is in our Stories & below. https://www.flipcause.com/secure/donate/NzU4MzM=:=:https://www.flipcause.com/secure/cause_pdetails/NzU4MzM= Thank you! #juneteenth #thelovelandfoundation #communitycare #therapyfund"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/143501-8029033343789469.png,There's nothing more fascinating than witnessing a piece of remarkable history. Visit the ancestral home of the Agua Caliente Band of Cahuilla Indians by booking one of our exciting and educational tours. Enjoy a blast from the past while walking through the beautiful nature of Southern California. Learn more about our tours today: red-jeep.com
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/144264-818242042902679.png,"Let’s give a warm welcome to our newest menu item: the California Burrito🔥 Rolled with a flour tortilla, pick your own protein, and guacamole, pico de gallo, Mexican cheese, french fries, and Vida Sour Cream will finish off this massive burrito! Order it today and taste the #TacoVida difference🤙🌯"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/1443-7181313781940084.png,Please and thank you! #theblackbayarea
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/144519-441467531057039.png,"Here are the images for the 2.22.22 PDF flyer of resources and vaccine events. Some of the information covered includes food banks, COVID-19 testing and vaccination sites, and more. See you all next week in our next English Call!"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/144576-2236011979900307.png,"🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨 The #lies must stop!!! Tune in at 11am CST to IUIC #Lubbock on #Youtube!!! Watch the #Prophets cast down these false identities forced on our people!!! .…………………………………… Visit our website here 💻👨🏾‍💻🖥 🔴 https://solo.to/unitedinchrist LIKE, SHARE, and SUBSCRIBE!!! https://youtu.be/wo0jbKlU5EA:=:https://www.youtube.com/watch?v=wo0jbKlU5EA #black #hispanic #natives #bible #god #jesus #lubbock #texastech"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/145152-10159928924119308.png,"In this moment of unprecedented change, what does it mean to do our work in the world on our own terms? Join the University of Tennessee Humanities Center for Unscripted: On Being Ruthless, Telling the Truth, and Holding Our Multitudes, April 12 via Zoom. Register online at https://bit.ly/36XDCTX.:=:https://tennessee.zoom.us/meeting/register/tJUtf-2qpzgqGdz3YxVfeELg8pclM_ZBafEQ"
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/146751-4723086377738504.png,At Button Brew House @buttonbrewhouse Friday 2/4 🍗 Charly’s BBQ @charlysbbqgrill Saturday 2/5 American Asian 🍲 @americanasianfood 🎵 Paul Opocensky @poprojectofficial
batch_25,https://raw.githubusercontent.com/heranmane/label_studio_images/main/10k_batches/batch_25/149932-5109038582521103.png,"One out of every four construction workers in the U.S. is Hispanic💡🤓 * * * Contact one of our account executives TODAY! #ExpoContratistaDallas2022 * * * * 📍Centenial Hall Fairpark 📆 July 16th & 17th, 2022 🔗 To participate in ExpoContratista as an EXHIBITOR and to learn more about Speaking Opportunities please visit expocontratista.com/exhibitor:=:https://expocontratista.com/exhibitor/ or ☎ call a representative at (832) 650-0001 * * * * #LosMejoresEstanAqui #ExpoTV #ExpoContratista #ExpoContratista2022 #Dallas2020 #Dallas #Contractors #Contratista #ConstructionShow #ConstructionLife #GeneralContractor #ContractorExpo #TradeShow #Roofers #HighlandPark #UniversityPark #CockrellHill #Irving #Hutchins #FarmersBranch #BalchSprings #Mesquite #Richardson #Lancaster #RoofingContractor #Carpenter #Carpintero #Electricista #electricaltechnician"
